,Studio,Type,City,State/Province,Country
4756,Lantana Games, Developer,Newton,Massachusetts,United States
4757,Lantern Light Studios, Mobile,Athens,Ohio,United States
4758,Lanzinger Studio, Developer,Sunnyvale,California,United States
4759,Laser Shot, Developer,Houston,Texas,United States
4760,Lasso Games, Developer,Huntington,West Virginia,United States
4761,Last Limb Games, Developer,New York City,New York,United States
4762,Lava Level, Mobile,Houston,Texas,United States
4763,Lazy 8 Studios, Developer,San Francisco,California,United States
4764,Leaftail Labs, Virtual Reality,Seattle,Washington,United States
4765,LeapFrog Enterprises, Publisher,Emeryville,California,United States
4766,LearnDistrict, Developer,San Jose,California,United States
4767,Learning Games Network, Developer,Boston,Massachusetts,United States
4768,Leeble Forest, Developer,San Francisco,California,United States
4769,Left Behind Games, Developer,Honolulu,Hawaii,United States
4770,Legacy Games, Developer,Los Angeles,California,United States
4771,Legendary Gameworks, Developer,Raleigh,North Carolina,United States
4772,Leia, Virtual Reality,Mountain View,California,United States
4773,Leia, Virtual Reality,Palo Alto,California,United States
4774,Level Ex, Mobile,Boston,Massachusetts,United States
4775,Level Ex, Mobile,Chicago,Illinois,United States
4776,Level Zero Games, Developer,Chicago,Illinois,United States
4777,Lifeliqe, Virtual Reality,San Francisco,California,United States
4778,Lightbound Studios, Mobile,Los Angeles,California,United States
4779,Lightside Games, Developer,Austin,Texas,United States
4780,Like Pizza, Developer,Pasadena,California,United States
4781,Lil Sumn Games, Developer,Portland,Oregon,United States
4782,Lima Sky, Mobile,Miami,Florida,United States
4783,Limbic Software, Mobile,San Francisco,California,United States
4784,Limbix VR, Health,Palo Alto,California,United States
4785,Liminal Data, Developer,Logan,Utah,United States
4786,Limited Run Games, Publisher,Cary,North Carolina,United States
4787,Limitless , Virtual Reality,Bellevue,Washington,United States
4788,Linden Lab, Online,Boston,Massachusetts,United States
4789,Linden Lab, Online,San Francisco,California,United States
4790,Linden Lab, Online,Seattle,Washington,United States
4791,Lion Shield Studios, Developer,Grants Pass,Oregon,United States
4792,Liquid Bit, Developer,Chicago,Illinois,United States
4793,Liquid Entertainment, Developer,Pasadena,California,United States
4794,Litesprite, Serious Games,Bellevue,Washington,United States
4795,Little Arms Studios, Developer,Manassas,Virginia,United States
4796,Little Moth Studios, Developer,Northampton,Massachusetts,United States
4797,Little Orbit, Publisher,Rancho Santa Margarita,California,United States
4798,Localroute Labs, Developer,Madison,Wisconsin,United States
4799,Lonely Egg Studio, Developer,Walnut Creek,California,United States
4800,Longshot Games, Mobile,Austin,Texas,United States
4801,Look On Media, Virtual Reality,Baltimore,Maryland,United States
4802,Lost Boys Interactive, Developer,Madison,Wisconsin,United States
4803,Lost Lake Games, Developer,Seattle,Washington,United States
4804,Louisville Makes Games, Organization,Louisville,Kentucky,United States
4805,Lucasfilm Games (Disney Interactive), Developer,San Francisco,California,United States
4806,Lucasfilm Games (Disney Interactive), Developer,San Jose,California,United States
4807,Lucid Sight, Virtual Reality,Los Angeles,California,United States
4808,Ludomade, Developer,Los Angeles,California,United States
4809,Lumba, Mobile,San Francisco,California,United States
4810,Lumosity, Online,San Francisco,California,United States
4811,Lunafive, Mobile,New York City,New York,United States
4812,Lunar Ray Games, Developer,Seattle,Washington,United States
4813,Machine, Developer,Bonita,California,United States
4814,Machine Zone, Mobile,Palo Alto,California,United States
4815,Machineworks Northwest, Developer,Flagstaff,Arizona,United States
4816,Mad Otter Games, Developer,Eugene,Oregon,United States
4817,Madorium Interactive, Virtual Reality,San Diego,California,United States
4818,Magic Fuel Games, Developer,San Leandro,California,United States
4819,Magic Leap, Virtual Reality,Austin,Texas,United States
4820,Magic Leap, Virtual Reality,Boulder,Colorado,United States
4821,Magic Leap, Virtual Reality,Culver City,California,United States
4822,Magic Leap, Virtual Reality,Dallas,Texas,United States
4823,Magic Leap, Virtual Reality,New York City,New York,United States
4824,Magic Leap, Virtual Reality,Plantation,Florida,United States
4825,Magic Leap, Virtual Reality,San Francisco,California,United States
4826,Magic Leap, Virtual Reality,Santa Monica,California,United States
4827,Magic Leap, Virtual Reality,Seattle,Washington,United States
4828,Magic Leap, Virtual Reality,Sunnyvale,California,United States
4829,MagicalTimeBean, Developer,Emeryville ,California,United States
4830,Magnin & Associates, Mobile,Farmers Branch,Texas,United States
4831,Magnopus, Virtual Reality,Los Angeles,California,United States
4832,Major Games, Developer,Orlando,Florida,United States
4833,Manticore , Developer,Burlingame,California,United States
4834,Marauder Interactive, Developer,Seattle,Washington,United States
4835,MashFX, Mobile,Novato,California,United States
4836,Masonic Studios, Developer,Seattle,Washington,United States
4837,Masque Publishing, Publisher,Lone Tree,Colorado,United States
4838,MassDiGI, Organization,Worcester,Massachusetts,United States
4839,Massive Black, Online,San Francisco,California,United States
4840,Mastiff Games, Developer,San Francisco,California,United States
4841,Matrioshka Games, Developer,Philadelphia,Pennsylvania,United States
4842,Matrix Games, Publisher,Staten Island,New York,United States
4843,Matter VR, Virtual Reality,Santa Monica,California,United States
4844,Max Gaming Studios, Developer,Columbus,Ohio,United States
4845,Maximum Games, Publisher,Walnut Creek,California,United States
4846,Mechanical Butterfly Studios, Developer,San Francisco,California,United States
4847,Medaverse, Developer,Dover,New Hampshire,United States
4848,MediVRX, Health,Hasbrouck Heights,New Jersey,United States
4849,Mega Cat Studios, Developer,Pittsburgh,Pennsylvania,United States
4850,Mega Crit Games, Developer,Seattle,Washington,United States
4851,Megu Mobile Gaming, Mobile,Sedona,Arizona,United States
4852,Memphis Game Developers, Organization,Memphis,Tennessee,United States
4853,Meta 3D Studios, Developer,Austin,Texas,United States
4854,MetalPop, Developer,Orlando,Florida,United States
4855,Metamoki, Mobile,San Francisco,California,United States
4856,Metanoia, Developer,Los Angeles,California,United States
4857,metricminds, Virtual Reality,Marina Del Rey,California,United States
4858,Mew and Me, Mobile,El Cerrito,California,United States
4859,Microsoft Game Studios, Publisher,Redmond,Washington,United States
4860,MidBoss, Developer,San Francisco,California,United States
4861,Midnight City, Publisher,South Plainfield,New Jersey,United States
4862,Midwinter Entertainment, Developer,Kirkland,Washington,United States
4863,Mieron Virtual Reality Neurotherapy, Health,Los Angeles,California,United States
4864,Mieron Virtual Reality Neurotherapy, Health,New York City,New York,United States
4865,Mighty Play, Developer,San Francisco,California,United States
4866,Mighty Rabbit Studios, Mobile,Cary,North Carolina,United States
4867,Mild Beast Games, Developer,Los Angeles,California,United States
4868,Mild Beast Games, Developer,Los Angeles,California,United States
4869,Mindblown Labs, Developer,Oakland,California,United States
4870,Mindgrub Games, Mobile,Baltimore,Maryland,United States
4871,Mindmaze, Virtual Reality,San Francisco,California,United States
4872,Mindshow, Virtual Reality,Los Angeles,California,United States
4873,MinoMonsters, Mobile,San Francisco,California,United States
4874,Minor Key Games, Developer,Novato,California,United States
4875,Misfits Attic, Developer,San Francisco,California,United States
4876,Moatboat, Virtual Reality,San Francisco,California,United States
4877,Mobile Mesh Games, Mobile,Whitewater,Wisconsin,United States
4878,MobilityWare, Mobile,Irvine,California,United States
4879,Mobius Digital Games, Developer,Los Angeles,California,United States
4880,MobMadeGames, Developer,Marlborough,Massachusetts,United States
4881,Modal VR, Virtual Reality,Los Angeles,California,United States
4882,Modus Games, Publisher,Walnut Creek,California,United States
4883,Mografi, Developer,Sarasota,Florida,United States
4884,Mohawk Games, Developer,Baltimore,Maryland,United States
4885,Mojo Games Studios, Developer,Pittsburgh,Pennsylvania,United States
4886,Mokuni Games, Mobile,New York City,New York,United States
4887,Mommy's Best Games, Developer,Charlestown,Indiana,United States
4888,Monolith Productions (Warner Brothers Games), Developer,Kirkland,Washington,United States
4889,Monomi Park, Developer,San Mateo,California,United States
4890,Monothetic, Developer,San Francisco,California,United States
4891,Monsarrat, Virtual Reality,Cambridge,Massachusetts,United States
4892,Monster Squad Games, Developer,Seattle,Washington,United States
4893,Moon Spider Studio, Developer,Key Biscayne,Florida,United States
4894,Moonlight Kids, Developer,Atlanta,Georgia,United States
4895,Moonlight Kids, Developer,Portland,Oregon,United States
4896,Moosader, Mobile,Overland Park,Kansas,United States
4897,Morphonix, Developer,Sausalito,California,United States
4898,Mossmouth, Developer,San Francisco,California,United States
4899,Motekforce Link, Health,San Diego,California,United States
4900,Moth+Flame, Virtual Reality,New York City,New York,United States
4901,Mothership Entertainment, Developer,Austin,Texas,United States
4902,Motion Math, Mobile,San Francisco,California,United States
4903,Multi-Dimensional, Developer,San Diego,California,United States
4904,Multivarious Games, Mobile,Columbus,Ohio,United States
4905,MunkyFun, Developer,San Francisco,California,United States
4906,Muse Games, Online,New York City,New York,United States
4907,Mutant Arm Studios, Developer,Bend,Oregon,United States
4908,Mutiny Bros, Developer,Cranbury,New Jersey,United States
4909,Muzzy Lane, Developer,Newburyport,Massachusetts,United States
4910,MVI Health (Penumbra), Health,Alameda,California,United States
4911,N-Fusion Interactive, Developer,Marlboro,New Jersey,United States
4912,N3TWORK, Mobile,Los Angeles,California,United States
4913,N3TWORK, Mobile,San Francisco,California,United States
4914,Naked Sky Entertainment, Developer,Los Angeles,California,United States
4915,Namazu Studios, Developer,San Diego,California,United States
4916,NAMCO BANDAI Games America, Developer and Publisher,Santa Clara,California,United States
4917,Nami Tentou, Developer,Portland,Oregon,United States
4918,Nanovation, Mobile,San Francisco,California,United States
4919,Nanovation, Publisher,San Francisco,California,United States
4920,Naquatic, Mobile,San Francisco,California,United States
4921,Narvalous, Developer,San Jose,California,United States
4922,Nashville Game Developers, Organization,Nashville,Tennessee,United States
4923,Natalie Lawhead, Developer,Irvine,California,United States
4924,National Geographic Games, Developer,Washington DC,Washington DC,United States
4925,Natsume, Publisher,Burlingame,California,United States
4926,NaturalMotion Games (Zynga), Developer,San Francisco,California,United States
4927,Naughty Dog (Sony), Developer,Santa Monica,California,United States
4928,NCsoft Austin, Online,Austin,Texas,United States
4929,NCsoft West, Online,Seattle,Washington,United States
4930,NCsoft West Mobile, Mobile,San Mateo,California,United States
4931,Nectar Game Studios, Developer,Cincinnati,Ohio,United States
4932,Nekomatata, Developer,San Francisco,California,United States
4933,Nerd Kingdom, Online,Lewisville,Texas,United States
4934,Nerve Software, Developer,Richardson,Texas,United States
4935,NetEase Games, Mobile,Brisbane,California,United States
4936,Netherfire Entertainment, Mobile,Sunnyvale,California,United States
4937,NetherRealm Studios (Warner Brothers Games), Developer,Chicago,Illinois,United States
4938,Neuron Games, Developer,Mountain View,Missouri,United States
4939,New Blood Interactive, Developer,Los Angeles,California,United States
4940,New Inc, Organization,New York City,New York,United States
